Name,Rating,Price Rs,RAM Gb,ROM Gb,Expandable GB,Size Cm,Size Inch,R1 Cam MP,R2 Cam MP,R3 Cam MP,R4 Cam MP,Battery Mah,Processor,Image
"Vivo V7 (Gold, 32 GB)",4.4,"18,990",4,32,256,14.48,5.7,16,0,0,0,3000,Qualcomm Snapdragon 450 Octa Core 1.8 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO A5s (Red, 32 GB)",4.3,"12,990",3,32,256,15.75,6.2,13,2,0,0,4230,MTK MT6765 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy Note 10 (Aura Black, 256 GB)",4.5,"75,000",8,256,256,16,6.3,12,0,0,0,3500,Exynos 9825 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Tecno Camon I Ace (Midnight Blue, 16 GB)",4.2,"7,805",2,16,256,13.84,5.45,13,0,0,0,3050,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Nokia 5 (Tempered Blue, 16 GB)",4,"11,990",2,16,128,13.21,5.2,13,0,0,0,3000,Qualcomm Snapdragon 430 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Mi 10 (Twilight Grey, 128 GB)",4.3,"46,980",8,128,256,16.94,6.67,108,13,2,2,4780,Qualcomm Snapdragon 865 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Motorola Razr (Black, 128 GB)",3.8,"1,24,999",6,128,256,15.75,6.2,16,0,0,0,2510,SDM710 Processor,https://rukminim1.flixcart.com/image/312/312/k7nnrm80/mobile/c/q/y/motorola-razr-paht001-0in-original-imafpufaqywyygyk.jpeg?q=70
"Asus Zenfone Selfie (Silver, 16 GB)",3.9,"14,999",2,16,128,13.97,5.5,13,0,0,0,3000,Qualcomm Snapdragon 615 MSM8939 Processor,https://rukminim1.flixcart.com/image/312/312/mobile/x/d/y/asus-zenfone-selfie-zd551kl-zd551kl-6j210ww-original-imaebpvwhwajrmrt.jpeg?q=70
"Motorola Razr (Gold, 128 GB)",3.8,"1,24,999",6,128,256,15.75,6.2,16,0,0,0,2510,SDM710 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Nokia 3 (Matte Black, 16 GB)",3.9,"8,490",2,16,128,12.7,5,8,0,0,0,2630,MTK 6737 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy M30s (Black, 128 GB)",4.1,"18,199",6,128,512,16.26,6.4,48,48,8,5,6000,Exynos 9611 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Micromax Bharat 4 Plus (Black, 16 GB)",3.5,"5,525",2,16,256,12.7,5,8,0,0,0,3000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Coolpad Mega 5C (Gold, 16 GB)",3.4,"5,080",2,16,256,13.84,5.45,5,0,0,0,2500,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Gionee S11 Lite (Black, 32 GB)",4,"8,989",4,32,256,14.48,5.7,13,2,0,0,3030,Snapdragon 430 Octa-core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi 5 (Rose Gold, 16 GB)",4.3,"8,499",2,16,128,14.48,5.7,12,0,0,0,3300,Qualcomm Snapdragon 450 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo Y55S (Matte Black, 16 GB)",4.2,"13,995",3,16,256,13.21,5.2,13,0,0,0,2730,Qualcomm Snapdragon 425 64-bit Quad Core 1.4GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Infinix Hot S3X (Aqua Blue, 32 GB)",4.2,"10,999",3,32,128,15.75,6.2,13,2,0,0,4000,Qualcomm Snapdragon Octa-core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Y3 (Bold Red, 32 GB)",4.3,"11,490",3,32,512,15.9,6.26,12,2,0,0,4000,Qualcomm Snapdragon 632 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo U20 (Racing Black, 64 GB)",4.4,"14,499",4,64,256,16.59,6.53,16,0,0,0,5000,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy S7 Edge (Silver Titanium, 32 GB)",4.4,"41,900",4,32,200,13.97,5.5,12,0,0,0,3600,Exynos 8890 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Asus Zenfone 2 Laser (Black, 16 GB)",4.1,"12,999",3,16,128,13.97,5.5,13,0,0,0,3000,Qualcomm Snapdragon 615 Octa Core 1.5GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"LG G7 ThinQ (Platinum, 64 GB)",4.4,"53,000",4,64,2,15.49,6.1,16,16,0,0,3000,Qualcomm Snapdragon 845 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
POCO C50,4.3,5749,2,32,512,16.56,6.52,8,5,0,0,5000,"Mediatek Helio A22 Processor, Upto 2.0 GHz Processor",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
POCO C50,4.3,5749,2,32,512,16.56,6.52,8,5,0,0,5000,"Mediatek Helio A22 Processor, Upto 2.0 GHz Processor",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
POCO C50,4.1,6549,3,32,512,16.56,6.52,8,5,0,0,5000,"Mediatek Helio A22 Processor, Upto 2.0 GHz Processor",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
SAMSUNG Galaxy,4.3,7499,4,64,1,16.51,6.5,13,5,0,0,5000,Mediatek Helio P35 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/7/p/9/-original-imaghgbyypzkzvud.jpeg?q=70
MOTOROLA G32,4.1,11999,8,128,256,16.64,6.55,50,16,0,0,5000,Qualcomm Snapdragon 680 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/m/j/j/-original-imagnvvwvzyhfvx9.jpeg?q=70
POCO C50,4.1,6549,3,32,512,16.56,6.52,8,5,0,0,5000,"Mediatek Helio A22 Processor, Upto 2.0 GHz Processor",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
POCO C55,4.2,9999,6,128,1,17.04,6.71,50,5,0,0,5000,Mediatek Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
Infinix SMART,4.2,7499,4,64,2,16.76,6.6,13,5,0,0,6000,Unisoc Spreadtrum SC9863A1 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
MOTOROLA e13,4,7749,4,64,1,16.51,6.5,13,5,0,0,5000,Unisoc T606 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/i/8/5/-original-imagmmmhmjpfvbry.jpeg?q=70
MOTOROLA g13,4.2,9999,4,128,256,16.51,6.5,50,8,0,0,5000,Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/s/q/e/g13-pawv0027in-motorola-original-imagz4rb7zgfjejf.jpeg?q=70
Nokia 105,4.2,1299,32,32,256,4.5,1.77,0,0,0,0,800,SC6531E Processor,https://rukminim1.flixcart.com/image/312/312/l0r1j0w0/mobile/b/h/f/-original-imagch28cnf3u3we.jpeg?q=70
realme C33,4.4,9999,4,64,1,16.51,6.5,50,5,0,0,5000,Unisoc T612 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/w/o/s/-original-imaghuf9mryjhf3m.jpeg?q=70
realme C33,4.4,8999,3,32,1,16.51,6.5,50,5,0,0,5000,Unisoc T612 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/w/o/s/-original-imaghuf9mryjhf3m.jpeg?q=70
Realme C30,4.2,5549,2,32,1,16.51,6.5,8,5,0,0,5000,Unisoc T612 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/i/b/c/-original-imaghafug7zpnemh.jpeg?q=70
POCO C55,4.3,8499,4,64,1,17.04,6.71,50,5,0,0,5000,Mediatek Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
realme C33,4.4,9999,4,64,1,16.51,6.5,50,5,0,0,5000,Unisoc T612 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/e/n/j/-original-imaghuf9vphhbnkc.jpeg?q=70
realme C33,4.4,8999,3,32,1,16.51,6.5,50,5,0,0,5000,Unisoc T612 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/e/n/j/-original-imaghuf9vphhbnkc.jpeg?q=70
realme C33,4.4,8999,3,32,1,16.51,6.5,50,5,0,0,5000,Unisoc T612 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/9/z/o/-original-imaghuf9guqmb65z.jpeg?q=70
realme C33,4.4,9999,4,64,1,16.51,6.5,50,5,0,0,5000,Unisoc T612 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/9/z/o/-original-imaghuf9guqmb65z.jpeg?q=70
MOTOROLA e40,4.2,8599,4,64,1,16.51,6.5,48,8,0,0,5000,UNISOC T700 Processor,https://rukminim1.flixcart.com/image/312/312/l1l1rww0/mobile/v/7/n/-original-imagd48zkjwujxzz.jpeg?q=70
realme C55,4.4,11999,6,64,1,17.07,6.72,64,8,0,0,5000,Helio G88 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/h/y/7/-original-imagzbs5gjxey4wy.jpeg?q=70
POCO C55,4.3,8499,4,64,1,17.04,6.71,50,5,0,0,5000,Mediatek Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
MOTOROLA g31,4.2,9599,4,64,1,16.26,6.4,50,13,0,0,5000,Mediatek Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/l1l1rww0/mobile/j/e/u/-original-imagd48zzrkcjfn2.jpeg?q=70
realme C55,4.5,13999,8,128,1,17.07,6.72,64,8,0,0,5000,Helio G88 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/a/z/7/-original-imagzbs5yww8gwjw.jpeg?q=70
MOTOROLA g13,4.2,9999,4,128,256,16.51,6.5,50,8,0,0,5000,Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
MOTOROLA G62,4.1,16649,8,128,256,16.64,6.55,50,16,0,0,5000,Qualcomm Snapdragon 695 5G Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/h/r/b/-original-imagh29eqd3zrvaf.jpeg?q=70
Nokia 105,4.2,1299,32,32,256,4.5,1.77,0,0,0,0,800,SC6531E Processor,https://rukminim1.flixcart.com/image/312/312/l0r1j0w0/mobile/k/b/o/-original-imagch26hyzhgn9v.jpeg?q=70
realme C30,4.2,5999,2,32,1,16.51,6.5,8,5,0,0,5000,Unisoc T612 Processor,https://rukminim1.flixcart.com/image/312/312/l4ln8nk0/mobile/f/6/a/-original-imagfggrbywzk8r6.jpeg?q=70
realme C30,4.2,5999,2,32,1,16.51,6.5,8,5,0,0,5000,Unisoc T612 Processor,https://rukminim1.flixcart.com/image/312/312/l4ln8nk0/mobile/4/8/h/-original-imagfggrvjdqsrtx.jpeg?q=70
realme C30,4.2,5999,2,32,1,16.51,6.5,8,5,0,0,5000,Unisoc T612 Processor,https://rukminim1.flixcart.com/image/312/312/l4ln8nk0/mobile/p/h/p/-original-imagfggryyzyvhgw.jpeg?q=70
realme C55,4.5,13999,8,128,1,17.07,6.72,64,8,0,0,5000,Helio G88 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/h/y/7/-original-imagzbs5gjxey4wy.jpeg?q=70
realme C55,4.4,11999,6,64,1,17.07,6.72,64,8,0,0,5000,Helio G88 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/a/z/7/-original-imagzbs5yww8gwjw.jpeg?q=70
realme C55,4.4,10999,4,64,1,17.07,6.72,64,8,0,0,5000,Helio G88 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/h/y/7/-original-imagzbs5gjxey4wy.jpeg?q=70
realme C55,4.4,10999,4,64,1,17.07,6.72,64,8,0,0,5000,Helio G88 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/a/z/7/-original-imagzbs5yww8gwjw.jpeg?q=70
MOTOROLA e13,4,7749,4,64,1,16.51,6.5,13,5,0,0,5000,Unisoc T606 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
POCO C55,4.2,9999,6,128,1,17.04,6.71,50,5,0,0,5000,Mediatek Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
MOTOROLA G32,4.1,11999,8,128,256,16.64,6.55,50,16,0,0,5000,Qualcomm Snapdragon 680 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/e/m/4/-original-imagnvvws9fmzgtb.jpeg?q=70
REDMI 10,4.3,9999,4,64,1,17.02,6.7,50,5,0,0,6000,Qualcomm Snapdragon 680 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/m/q/e/-original-imagk4nz6xgtexam.jpeg?q=70
realme C30,4.1,6999,3,32,1,16.51,6.5,8,5,0,0,5000,Unisoc T612 Processor,https://rukminim1.flixcart.com/image/312/312/l4ln8nk0/mobile/f/6/a/-original-imagfggrbywzk8r6.jpeg?q=70
SAMSUNG Galaxy,4.3,7499,4,64,1,16.51,6.5,13,5,0,0,5000,Mediatek Helio P35 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/w/d/o/-original-imaghgbyhy6banxv.jpeg?q=70
POCO M4,4.3,13999,6,128,1,16.33,6.43,64,16,0,0,5000,Mediatek Helio G96 Processor,https://rukminim1.flixcart.com/image/312/312/l0fm07k0/mobile/8/9/n/-original-imagc7tmhcbrarpk.jpeg?q=70
MOTOROLA g52,4.2,13099,6,128,256,16.76,6.6,50,16,0,0,5000,Qualcomm Snapdragon 680 Processor,https://rukminim1.flixcart.com/image/312/312/l29c9e80/mobile/4/f/z/-original-imagdnefpypk9cgx.jpeg?q=70
realme 10,4.4,19999,8,128,1,17.07,6.72,108,16,0,0,5000,Qualcomm Snapdragon 695 5G Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/y/z/r/-original-imagkp8yzvqffyhc.jpeg?q=70
realme 10,4.4,18999,6,128,1,17.07,6.72,108,16,0,0,5000,Qualcomm Snapdragon 695 5G Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/y/z/r/-original-imagkp8yzvqffyhc.jpeg?q=70
realme C30,4.1,6999,3,32,1,16.51,6.5,8,5,0,0,5000,Unisoc T612 Processor,https://rukminim1.flixcart.com/image/312/312/l4ln8nk0/mobile/4/8/h/-original-imagfggrvjdqsrtx.jpeg?q=70
Infinix Hot,4.3,8499,4,64,256,17.32,6.82,50,8,0,0,6000,Meditek Helio G37 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/y/9/z/-original-imagh4bbndqmytqg.jpeg?q=70
Infinix Hot,4.3,8499,4,64,256,17.32,6.82,50,8,0,0,6000,Meditek Helio G37 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/v/9/3/-original-imagh4bbs7q2gabh.jpeg?q=70
Infinix Hot,4.3,8499,4,64,256,17.32,6.82,50,8,0,0,6000,Meditek Helio G37 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/0/v/c/-original-imagh4bbtgkz4xxg.jpeg?q=70
realme 10,4.4,19999,8,128,1,17.07,6.72,108,16,0,0,5000,Qualcomm Snapdragon 695 5G Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/y/z/r/-original-imagkp8yzvqffyhc.jpeg?q=70
realme 10,4.4,18999,6,128,1,17.07,6.72,108,16,0,0,5000,Qualcomm Snapdragon 695 5G Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/y/z/r/-original-imagkp8yzvqffyhc.jpeg?q=70
POCO C50,4.1,6549,3,32,512,16.56,6.52,8,5,0,0,5000,"Mediatek Helio A22 Processor, Upto 2.0 GHz Processor",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
MOTOROLA g13,4.2,9999,4,128,256,16.51,6.5,50,8,0,0,5000,Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
POCO C55,4.2,9999,6,128,1,17.04,6.71,50,5,0,0,5000,Mediatek Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
MOTOROLA g52,4.2,13099,6,128,256,16.76,6.6,50,16,0,0,5000,Qualcomm Snapdragon 680 Processor,https://rukminim1.flixcart.com/image/312/312/l29c9e80/mobile/l/g/m/-original-imagdnefhnhztahe.jpeg?q=70
POCO C55,4.3,8499,4,64,1,17.04,6.71,50,5,0,0,5000,Mediatek Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
MOTOROLA e13,4,7749,4,64,1,16.51,6.5,13,5,0,0,5000,Unisoc T606 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/8/u/c/-original-imagmmmh6ezhc2wu.jpeg?q=70
POCO M4,4.2,12999,4,64,512,16.71,6.58,50,8,0,0,5000,Mediatek Dimensity 700 Processor,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/mobile/i/1/y/-original-imagdu8gtefvchbn.jpeg?q=70
SAMSUNG Galaxy,4.2,15990,6,128,1,16.76,6.6,50,13,0,0,6000,"Exynos 1330, Octa Core Processor",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/e/0/c/galaxy-f14-5g-sm-e146blvgins-samsung-original-imagnzdkxyfqhd6r.jpeg?q=70
Infinix Hot,4.3,8499,4,64,256,17.32,6.82,50,8,0,0,6000,Meditek Helio G37 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/y/9/z/-original-imagh4bbndqmytqg.jpeg?q=70
Infinix Hot,4.3,8499,4,64,256,17.32,6.82,50,8,0,0,6000,Meditek Helio G37 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/v/9/3/-original-imagh4bbs7q2gabh.jpeg?q=70
Infinix Hot,4.3,8499,4,64,256,17.32,6.82,50,8,0,0,6000,Meditek Helio G37 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/0/v/c/-original-imagh4bbtgkz4xxg.jpeg?q=70
Infinix Hot,4.3,8499,4,64,256,17.32,6.82,50,8,0,0,6000,Meditek Helio G37 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/v/q/d/-original-imagh4bbvnrhc754.jpeg?q=70
SAMSUNG Galaxy,4.4,10999,4,64,1,16.76,6.6,50,8,0,0,6000,Exynos 850 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/a/i/v/-original-imagfhu6bdzhnmkz.jpeg?q=70
APPLE iPhone,4.6,71999,4,128,256,15.49,6.1,12,12,0,0,4325,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/m/o/b/-original-imaghx9qkugtbfrn.jpeg?q=70
REDMI 10,4.3,9999,4,64,1,17.02,6.7,50,5,0,0,6000,Qualcomm Snapdragon 680 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/q/g/a/-original-imagndzzegs4guek.jpeg?q=70
realme 10,4.4,19999,8,128,1,17.07,6.72,108,16,0,0,5000,Qualcomm Snapdragon 695 5G Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/9/n/s/-original-imagkp8yxmxzhjes.jpeg?q=70
realme 10,4.4,18999,6,128,1,17.07,6.72,108,16,0,0,5000,Qualcomm Snapdragon 695 5G Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/9/n/s/-original-imagkp8yxmxzhjes.jpeg?q=70
realme 10,4.4,18999,6,128,1,17.07,6.72,108,16,0,0,5000,Qualcomm Snapdragon 695 5G Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/8/u/s/-original-imagkp8yreabrzh2.jpeg?q=70
POCO M4,4.2,12999,4,64,512,16.71,6.58,50,8,0,0,5000,Mediatek Dimensity 700 Processor,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/mobile/i/p/o/-original-imagdu8j9vxscfdh.jpeg?q=70
POCO X5,4.4,22999,6,128,256,16.94,6.67,108,16,0,0,5000,Qualcomm Snapdragon 778G Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/n/v/2/-original-imagmkjfjwtzhaag.jpeg?q=70
SAMSUNG Galaxy,4.2,14490,4,128,1,16.76,6.6,50,13,0,0,6000,"Exynos 1330, Octa Core Processor",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/j/b/r/galaxy-f14-5g-sm-e146bzkhins-samsung-original-imagnzdkvrt2sxrq.jpeg?q=70
REDMI 10,4.3,9999,4,64,1,17.02,6.7,50,5,0,0,6000,Qualcomm Snapdragon 680 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/9/q/j/-original-imagk4nzwhudqhcz.jpeg?q=70
Infinix Smart,4.3,5999,2,32,512,16.76,6.6,8,5,0,0,5000,Mediatek Helio A22 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/f/y/1/-original-imaggvxcnyfnfude.jpeg?q=70
Infinix Smart,4.3,5999,2,32,512,16.76,6.6,8,5,0,0,5000,Mediatek Helio A22 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/c/o/z/-original-imaggvx8xndbbssj.jpeg?q=70
POCO M4,4.2,14999,6,128,512,16.71,6.58,50,8,0,0,5000,Mediatek Dimensity 700 Processor,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/mobile/i/1/y/-original-imagdu8gtefvchbn.jpeg?q=70
APPLE iPhone,4.6,71999,4,128,256,15.49,6.1,12,12,0,0,4325,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/m/o/b/-original-imaghx9qkugtbfrn.jpeg?q=70
SAMSUNG Galaxy,4.3,16999,6,128,1,16.76,6.6,50,8,0,0,5000,Qualcomm Snapdragon 750G Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/o/p/z/-original-imagcg22pf79cgau.jpeg?q=70
MOTOROLA g73,4,18999,8,128,1,16.51,6.5,50,16,0,0,5000,Mediatek Dimensity 930 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/r/k/h/g73-5g-paux0023in-motorola-original-imagngjh7epkhqdg.jpeg?q=70
REDMI A1+,4.2,6999,2,32,512,16.56,6.52,8,5,0,0,5000,Mediatek Helio A22 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/9/j/r/-original-imagjyhyaf7tdxnc.jpeg?q=70
POCO C55,4.2,9999,6,128,1,17.04,6.71,50,5,0,0,5000,Mediatek Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
Nokia 150,4.1,2499,4,4,32,6.1,2.4,0.3,0,0,0,1020,MediaTek Processor,https://rukminim1.flixcart.com/image/312/312/kfmv9u80/mobile/6/9/j/nokia-150-2020-12gmne21a01-original-imafwfqfcbdphgqp.jpeg?q=70
REDMI 10,4.2,11632,8,128,256,17.02,6.7,50,0,0,0,6000,12 Months Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/p/g/k/-original-imageyuud3bey9hh.jpeg?q=70
SAMSUNG Galaxy,4.3,16999,6,128,1,16.76,6.6,50,8,0,0,5000,Qualcomm Snapdragon 750G Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/0/h/k/-original-imagcg22czc3ggvw.jpeg?q=70
POCO M4,4.3,12999,6,64,1,16.33,6.43,64,16,0,0,5000,Mediatek Helio G96 Processor,https://rukminim1.flixcart.com/image/312/312/l0fm07k0/mobile/8/9/n/-original-imagc7tmhcbrarpk.jpeg?q=70
REDMI 10,4.3,9999,4,64,1,17.02,6.7,50,5,0,0,6000,Qualcomm Snapdragon 680 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/q/g/a/-original-imagndzzegs4guek.jpeg?q=70
REDMI A1+,4.2,6999,2,32,512,16.56,6.52,8,5,0,0,5000,Mediatek Helio A22 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/a/9/b/-original-imagjyhyrgdtnjjy.jpeg?q=70
POCO M4,4.3,13999,6,128,1,16.33,6.43,64,16,0,0,5000,Mediatek Helio G96 Processor,https://rukminim1.flixcart.com/image/312/312/l0fm07k0/mobile/a/6/b/-original-imagc7tdwfp2gz4h.jpeg?q=70
POCO M4,4.3,12999,6,64,1,16.33,6.43,64,16,0,0,5000,Mediatek Helio G96 Processor,https://rukminim1.flixcart.com/image/312/312/l0fm07k0/mobile/r/2/1/-original-imagc7tduryuaynx.jpeg?q=70
realme Narzo,4.4,12999,6,128,256,16.76,6.6,50,16,0,0,5000,Mediatek Helio G96 Processor,https://rukminim1.flixcart.com/image/312/312/l0bbonk0/shopsy-mobile/k/4/l/-original-imagc4qjnkzhty3h.jpeg?q=70
realme Narzo,4.4,12510,4,64,256,16.76,6.6,50,16,0,0,5000,Mediatek Helio G96 Processor,https://rukminim1.flixcart.com/image/312/312/l0bbonk0/shopsy-mobile/p/k/x/-original-imagc4qj5ejywxnv.jpeg?q=70
Infinix NOTE,4.3,9999,4,64,512,17.02,6.7,50,8,0,0,5000,Mediatek Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/n/x/c/-original-imagm7mzjpzughft.jpeg?q=70
POCO M4,4.2,12999,4,64,512,16.71,6.58,50,8,0,0,5000,Mediatek Dimensity 700 Processor,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/mobile/g/l/5/-original-imagdu8j9k3ejjc3.jpeg?q=70
REDMI 10,4.2,11999,6,128,1,17.02,6.7,50,5,0,0,6000,Qualcomm Snapdragon 680 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/m/q/e/-original-imagk4nz6xgtexam.jpeg?q=70
SAMSUNG Galaxy,4.4,10999,4,64,1,16.76,6.6,50,8,0,0,6000,Exynos 850 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/x/x/s/-original-imagfhu6dcpdnqkh.jpeg?q=70
